JsonID,CreationDate,фамилия,имя,отчество,номер,электронная почта,адрес,дата рождения,ссылка на телеграмм,количество покупок за месяц,ИНН,почтовый индекс,количество времени проведенного на сайте,пол,количество отзывов,количество комментариев
0.0,2010.4576782866257,Карпов,Емельян,,82216061337.0,,"ст. Дербент, ш. Гоголя, д. 1/8 к. 83, 953903",1967-07-26,,,,617549.0,10:14:33,m,79.0,
0.0,2019.0027341079967,Дементьева,,,83367632434.0,mir_27@example.com,,1945-06-27,https://t.me/vmihalova,,158763459241.0,,17:46:47,m,87.0,
0.0,2016.2937457279563,Блохина,,,80117957134.0,kim_89@example.com,,,https://t.me/braginakira,49.0,,,,f,98.0,
0.0,2023.8238209159265,,Каллистрат,,82397877227.0,,"к. Сусуман, наб. Вишневая, д. 5/2 к. 82, 383204",1962-05-17,,15.0,,,,,51.0,
0.0,2020.446741854637,Шашкова,Будимир,Станиславовна,89225323719.0,belozerovaalina@example.net,,1976-08-06,https://t.me/evdokimovnikola,,,,15:52:40,m,6.0,
0.0,2024.901686033265,Тетерин,Владислав,Феодосьевич,82407796023.0,seliseev@example.org,,1943-12-19,,,,,,f,3.0,
0.0,2018.818352699932,Пахомов,Святополк,,72532423914.0,aleksandra66@example.org,"ст. Прохладный, ул. Минина, д. 346 стр. 8/1, 520936",,,,,,16:27:54,m,73.0,
0.0,2024.760936431989,Некрасов,Мариан,,70672534507.0,,,1983-09-04,https://t.me/antonin_61,4.0,,,,,74.0,
0.0,2024.4440077466395,Абрамова,Виссарион,,77857031693.0,gushchinrjurik@example.org,"д. Арзамас, пр. Специалистов, д. 10 стр. 40, 418239",1940-03-01,,44.0,,,20:27:18,f,,14.0
0.0,2010.8934837092727,Петрова,Тихон,,81055813428.0,,"д. Белорецк, пер. Ломоносова, д. 2/5 к. 2, 781610",,https://t.me/nikolaevradislav,,412668328499.0,,,m,79.0,
0.0,2018.3442697653225,Ефремов,Куприян,Игнатович,73759368354.0,,,1968-06-08,,,,,,,,61.0
0.0,2020.419400774664,,Феоктист,,89365586875.0,,,1961-04-13,https://t.me/evgenija_1993,,,155962.0,,,79.0,
0.0,2017.2158806106172,Горбунов,,,82887259974.0,,"с. Вязьма, пер. Чайкиной, д. 66, 617109",,,,,,,,,98.0
0.0,2011.471348826612,Журавлева,Василиса,,89555316332.0,chernovvissarion@example.org,,1968-06-11,,,,,,f,79.0,
0.0,2011.2322852586008,Попова,Тарас,Венедиктович,78358453880.0,,,,,22.0,624971631070.0,279785.0,,m,18.0,37.0
0.0,2024.2240829346088,Гаврилов,,Тарасовна,88934843907.0,viktorija_1993@example.com,,,,26.0,,,8:32:57,f,,
0.0,2021.919400774664,,,,74612661142.0,juvenali74@example.net,"клх Балтийск, пр. 50 лет Октября, д. 67, 218280",,https://t.me/fokinaolga,,,,,,,
0.0,2010.898951925268,Герасимова,Петр,,73272363872.0,savelevsokrat@example.net,"д. Киров (Вятка), пр. Войкова, д. 7 стр. 548, 704027",1982-05-06,https://t.me/apollinari2018,47.0,,,4:32:34,,67.0,
0.0,2013.8497379813168,Мясников,,,78236718411.0,sisoevavalerija@example.net,"ст. Можайск, пр. Микрорайон, д. 1, 059662",1977-09-19,https://t.me/novikovferapont,,,,,f,,
0.0,2011.938539530645,,Вера,Тарасовна,79458794638.0,,,1980-04-26,,,177767119289.0,,8:38:37,,,
0.0,2019.0546821599453,Журавлева,,,83106745697.0,,,1940-01-19,https://t.me/varfolomenekrasov,28.0,,615626.0,0:35:7,f,82.0,
0.0,2017.7527341079967,Веселова,Виссарион,,78629408408.0,nikola_46@example.com,,,,23.0,,,20:34:50,f,42.0,
0.0,2015.4330713146503,Муравьева,,Валерьевич,89265900652.0,filippjakovlev@example.org,"с. Ставрополь, алл. Сосновая, д. 10 стр. 7/8, 350312",,,,,,,f,87.0,
0.0,2018.110674413306,,Татьяна,,78686766524.0,danilovapollinari@example.net,"ст. Верхоянск, алл. Панфилова, д. 1/1, 490164",2003-05-13,,,,,,,97.0,
0.0,2014.874344953292,Евдокимов,Игнатий,,89359908764.0,jakushevaeleonora@example.org,"клх Тайшет, пер. Куйбышева, д. 781 к. 8/9, 951323",,https://t.me/belozerovaninel,33.0,,,,,,
0.0,2024.8934837092727,Брагин,Виссарион,Кузьминична,81363872720.0,trifon45@example.org,"к. Муром, ул. Абрикосовая, д. 581 к. 96, 762769",1998-11-24,,,450691032285.0,,11:4:16,,,
0.0,2011.3046821599453,,,,86592861133.0,miroslav33@example.net,,,,,,,9:16:31,,,30.0
0.0,2011.5136705399864,,Наталья,,,,"д. Ярославль, бул. Невского, д. 82 к. 6, 616683",1948-01-16,,,,,,m,41.0,89.0
0.0,2014.7240829346088,Семенова,Егор,,71191866694.0,,,1999-11-28,https://t.me/denis_45,,,,1:37:41,,27.0,
0.0,2010.2964798359533,Никонова,,,82771823523.0,dmitrievamargarita@example.com,,1944-12-04,,,,947803.0,22:51:48,,66.0,
0.0,2013.237753474596,,Демид,Давидович,81313144208.0,,"д. Артем, бул. Рябиновый, д. 159 к. 3, 021777",1933-05-05,,,,,,f,,
0.0,2021.0942697653225,Самойлова,,Димитриевич,73539826887.0,,,1952-08-26,,,,,19:2:58,m,,
0.0,2010.4358054226475,Моисеев,Фока,Бенедиктович,,,,1952-09-14,,,,,,m,,73.0
0.0,2016.551948051948,Савельева,,,81585494707.0,,"д. Крымск, наб. Шахтерская, д. 5/5 к. 8/8, 637690",1999-06-01,,,,,,,,
0.0,2024.0574162679425,,Артем,,78091962690.0,muravevadam@example.com,"с. Нижнеудинск, ш. Горняцкое, д. 220 стр. 98, 099496",1942-02-01,,7.0,,,4:9:40,,,63.0
0.0,2012.258202323992,Зуев,Селиверст,,81092813584.0,,"п. Сосновый Бор, наб. Народная, д. 6 стр. 370, 251578",1963-09-04,,,,276774.0,,,65.0,
0.0,2021.102472089314,Константинов,Пелагея,Валерьевич,82804735665.0,ereme_2003@example.net,,1956-04-22,,37.0,,,3:10:36,f,,
0.0,2022.5574162679425,Калашников,Елизавета,,77148610816.0,sobolevprohor@example.net,,1934-03-01,,,,,23:0:54,m,61.0,
0.0,2018.041011619959,,Панфил,,82583497760.0,kshchukina@example.com,"к. Калевала, пер. Калужский, д. 30, 377853",,,13.0,,,8:6:17,f,,82.0
,2013.7718728639784,Жданова,Мефодий,Гордеевич,74568213895.0,teterinladislav@example.org,"к. Оха, алл. Тенистая, д. 216 стр. 888, 908576",,https://t.me/ziminapraskovja,17.0,,,9:39:49,,,
0.0,2012.352472089314,Брагина,Прасковья,,,antonin_1977@example.net,"п. Уренгой, пр. Достоевского, д. 4 к. 5, 969666",,,,,,,f,99.0,
0.0,2016.0273410799728,,Галактион,,88859703706.0,militsa_2023@example.net,,,https://t.me/pzuev,,641900812960.0,,,f,,
0.0,2011.0860674413304,,Егор,,82101053095.0,ggorbacheva@example.net,"ст. Нефтеюганск, пр. Седова, д. 9/1 к. 5/6, 507380",,https://t.me/mkolobov,,,,13:0:42,,17.0,
0.0,2022.758202323992,Дементьев,Иосиф,,88003910151.0,samuil_63@example.org,,1961-02-28,,,,,,,,
0.0,2019.148951925268,Муравьева,Дарья,,82134316614.0,samuil_77@example.net,"к. Краснодар, пер. Подлесный, д. 53 стр. 9/9, 498060",1992-01-11,,,,,,,,41.0
0.0,,Маслов,Лариса,,76627910598.0,ustin_1993@example.net,"с. Томпа, ш. Медицинское, д. 1/5 стр. 2/4, 935818",1930-08-18,,43.0,,,,m,,
0.0,2011.2882775119615,Гурьев,Амос,,80780663978.0,alla_2024@example.net,,1949-08-03,https://t.me/bobilevgerasim,,,,12:15:43,f,,
0.0,2014.812884483937,Веселов,Светлана,,,mili96@example.net,"к. Москва, ул. Заовражная, д. 76 к. 5, 666771",1960-04-18,https://t.me/ignatovaakulina,,,,12:0:27,,,79.0
0.0,2015.979551150604,Ершов,Глафира,,70713921566.0,fevronija2005@example.com,"к. Тулпан, пер. Набережный, д. 3/5 стр. 14, 300662",2003-06-02,,,,,16:23:16,f,,
0.0,2021.946741854637,Щукина,Людмила,,89757438642.0,olimpi89@example.org,,,,,80639276750.0,,23:48:54,m,25.0,60.0
0.0,2022.172134882661,Носова,,,77058475177.0,samuil_2010@example.com,"г. Златоуст, пер. Орловский, д. 6/2, 912547",1999-03-07,,2.0,,,,,,
0.0,2022.258202323992,,Симон,Юрьевна,75687768456.0,litkinmaksim@example.net,"д. Моздок, ш. Ягодное, д. 87 стр. 2, 682265",2001-07-18,,,,562993.0,,m,40.0,
0.0,2012.151686033265,Колобова,,,,gremislav_74@example.com,,,,,143077553882.0,,,,32.0,
0.0,2013.6298131692868,,Елизавета,,82287339308.0,sharovadam@example.net,"д. Усть-Калманка, пр. О.Кошевого, д. 55, 989380",,,,,,12:46:36,,7.0,93.0
0.0,2016.4740829346088,Рожкова,Тит,Владимировна,75922230212.0,mfomichev@example.com,"д. Саянск, пер. Энтузиастов, д. 4/7, 001465",1965-08-21,,,,,,,,84.0
0.0,2024.1052061973116,Баранова,,Валериевна,71969683818.0,,,1933-08-12,,3.0,,,5:39:22,,,
0.0,2022.5218728639784,,Адриан,,70340175930.0,,"д. Оренбург, бул. Северный, д. 8/3 стр. 4/4, 085987",,,,,,12:48:4,m,36.0,
0.0,2023.4686147186148,,Харлампий,,86391777814.0,sofija75@example.com,"к. Череповец, ш. Толбухина, д. 3/3 стр. 9/9, 071769",1936-09-16,,21.0,,,,f,65.0,
0.0,2010.510936431989,,Валентина,Геннадиевна,77507508250.0,matve_08@example.org,"ст. Тюмень, пр. Виноградный, д. 2/4 стр. 9, 042490",1968-12-21,,,,,13:41:33,f,,
0.0,2015.7322852586008,Ситникова,Евсей,,88961590756.0,kasjanuvarov@example.org,"с. Дмитров, пер. Нагорный, д. 3/7, 861147",1957-11-13,https://t.me/tarasstrelkov,38.0,,,11:54:21,m,,64.0
0.0,2022.6270790612896,Яковлев,Лев,,,angelina2014@example.net,"п. Александровск, ш. Лесхозное, д. 1/9, 074198",1962-01-13,,,,,,m,,
0.0,2020.221348826612,Третьяков,,,,,,,,1.0,,,23:36:43,m,,
0.0,2014.7432216905904,Ширяев,Гурий,,77854813517.0,elazareva@example.com,"к. Эльбрус, ул. Жукова, д. 8/1, 307187",1974-01-11,https://t.me/ibespalov,,,,,f,,
0.0,2020.7240829346088,Калинина,Олег,,70030763020.0,efim_02@example.com,,1965-07-07,https://t.me/ernest_84,11.0,663389066747.0,582023.0,20:20:17,,21.0,
0.0,2022.490487582593,Мельникова,Велимир,,89167992876.0,,,,https://t.me/vladimir_1983,,,,19:57:7,f,,
0.0,2012.229551150604,Коновалова,Филимон,,88178857231.0,orest_89@example.net,"с. Плес, пр. Высотный, д. 8 стр. 1, 118142",,,,,,11:10:52,f,32.0,
0.0,2010.1858054226475,,Милан,,85529508161.0,,"ст. Ростов, наб. Мостовая, д. 4/8 к. 16, 239072",,,5.0,,,2:13:19,f,64.0,
0.0,2010.8074162679425,Большаков,Надежда,,79058744038.0,,,1930-03-16,,,,,4:35:11,m,,90.0
0.0,2015.154420141262,Мясников,Дементий,Тимурович,81099185989.0,mkostin@example.org,,,,17.0,106084080130.0,,16:47:48,m,,
0.0,2017.721348826612,,Мирон,Ильясович,77971822118.0,julikulagin@example.com,"к. Моздок, наб. Крупской, д. 88 к. 6/9, 007401",1990-01-18,https://t.me/naumharitonov,,,,,,98.0,
0.0,2014.882547277284,Ефремов,Аггей,,71341377926.0,averki_00@example.net,"ст. Каменск-Шахтинский, пр. Новгородский, д. 503 стр. 3/5, 342131",1977-10-19,,,,,,,,
0.0,2018.841535657325,,Евгений,Фомич,87782699648.0,wgorbunova@example.org,"к. Новосибирск, пер. Торговый, д. 1, 896382",,,47.0,,,,m,19.0,
0.0,2022.9576782866257,Антонова,Савва,Елизарович,74268792231.0,evdokimkalashnikov@example.com,"ст. Черемхово, ул. Загородная, д. 36 к. 456, 564813",,https://t.me/semen_14,,,,,f,40.0,
0.0,2016.1434837092727,Воробьева,Будимир,,72003253767.0,jaropolkosipov@example.net,"ст. Объячево, пр. Путейский, д. 79 стр. 575, 521753",,https://t.me/nosovazinaida,,,,,,,32.0
0.0,2024.53007518797,Потапова,Родион,,78166244205.0,kondrat_35@example.com,"к. Мураши, бул. Белорусский, д. 666 к. 4/6, 711477",1979-01-09,,,,369839.0,7:50:39,f,47.0,
0.0,2021.651686033265,Кузьмин,Фока,,70192967459.0,,"к. Иваново, наб. Театральная, д. 10, 955959",,,,,696512.0,,,51.0,
0.0,2014.7636705399864,Зайцева,,,88416482747.0,lobanovamarfa@example.com,,,,,,,,,,
0.0,2024.2828092959671,Терентьева,,,82447230821.0,lavrentevsilvestr@example.com,,,,,,,13:9:31,,53.0,
0.0,2023.8852813852811,Костин,Дорофей,,84540867661.0,,"г. Чайковский, ул. Островского, д. 44, 757794",,,42.0,,,21:43:9,,53.0,
0.0,2019.4850193665984,Копылова,Олимпиада,Геннадиевна,82268270429.0,,,1951-06-09,,,,838188.0,11:28:29,m,,
0.0,2018.338801549328,Анисимова,,,,filipp18@example.net,,2008-06-27,,7.0,,,,m,,49.0
0.0,2021.3770790612896,,Виталий,,74729697332.0,,"д. Екатеринбург, алл. Орловская, д. 9/5 к. 408, 230986",1986-11-06,,,,,,f,,
0.0,2016.7964798359533,,Севастьян,,83240893004.0,pelageja_88@example.net,"клх Нурлат, ш. Крестьянское, д. 5 к. 6, 103204",1980-11-22,https://t.me/kolobovmarian,,,,,m,,
0.0,2019.2186147186148,Лаврентьева,Ульяна,,,,,,,,,,23:36:10,m,11.0,
0.0,2023.8552061973116,Николаева,Наталья,,,ernest_2005@example.com,,1931-05-22,,14.0,468705519357.0,,,,13.0,
0.0,2011.3579403053088,Константинов,Гаврила,Игнатьевич,79757500009.0,isaevrostislav@example.org,"ст. Токсово, пер. Станиславского, д. 8/8 к. 6, 994690",2003-10-11,,,,,,,,
0.0,2012.5218728639784,,Селиверст,,71761397919.0,boleslav1986@example.com,"с. Асбест, ул. Высокая, д. 1, 205774",1994-04-02,,50.0,,,,m,,
0.0,2021.8579403053088,,Аникей,,82503759782.0,svetozar_1977@example.com,"к. Дно, наб. Песочная, д. 439, 038554",,https://t.me/viktor2020,,,,,m,78.0,
0.0,2021.28007518797,Савина,Зоя,,85194141238.0,grigorevfilimon@example.org,,1990-04-08,https://t.me/taisija2017,,,,10:58:45,,22.0,
0.0,2016.1161426293004,Галкин,Геннадий,,75039018622.0,zhanna87@example.org,"д. Тула, ш. Серафимовича, д. 829 стр. 1/9, 398268",1997-05-22,,,,,,m,51.0,
0.0,2012.0328092959671,Исаков,Тарас,,87401167972.0,galkinbronislav@example.com,"клх Брянск, пер. Короленко, д. 54 стр. 8, 840462",,https://t.me/fevronija_52,,,,,,25.0,64.0
0.0,2014.088801549328,,Мечислав,,72848053244.0,vlasovamaja@example.org,"клх Таганрог, алл. Крестьянская, д. 35 к. 8, 171088",,,,,,,,,
0.0,2012.4522100706315,,Онуфрий,Валентиновна,82615458736.0,veniaminlihachev@example.net,,1955-04-24,,,224655279384.0,,14:58:33,m,,
0.0,2017.737753474596,Макарова,Эмиль,Дорофеевич,76572978844.0,,,1949-07-08,,15.0,,,6:21:12,,6.0,
0.0,2014.81015037594,Романов,Святослав,Адрианович,79078921628.0,evfrosinija1998@example.net,"г. Ряжск, алл. Мостовая, д. 6 стр. 1/3, 359103",1957-10-06,,14.0,,19014.0,8:18:13,,,
0.0,2022.180337206653,Харитонов,,Филиппович,83192863419.0,,"клх Ялуторовск, ш. Грибоедова, д. 265 к. 189, 800019",,,,,,,f,,67.0
0.0,2014.2076782866257,,Юрий,,85327728384.0,ninel72@example.com,,1934-12-15,,,,,15:49:21,,7.0,
0.0,2017.632547277284,,,,71446633948.0,,"п. Любань, пер. Олимпийский, д. 904 стр. 5/3, 863079",2007-12-14,,18.0,,,3:43:16,f,7.0,
0.0,2014.2076782866257,Марков,Клавдия,Болеславовна,,teliseeva@example.net,"клх Уэлен, бул. Тульский, д. 6/9 к. 1, 369063",1948-10-17,https://t.me/kirillovapollon,11.0,,,,f,37.0,
0.0,2021.4932216905904,Романов,Илья,,86548791723.0,georgi_2018@example.org,"с. Игнашино, ул. Дружбы, д. 554 к. 90, 046582",,https://t.me/knjazevairaida,,,,13:39:10,m,,99.0
0.0,2012.7350193665984,Агафонова,Демьян,,82416379903.0,androniklebedev@example.org,"клх Мезень, ул. Максима Горького, д. 6 стр. 7, 559578",,,,81997343323.0,,20:17:27,,65.0,
0.0,2012.8360674413304,,Фёкла,,,feoktistmelnikov@example.com,,2008-02-13,,28.0,,,,,,47.0
0.0,2020.4576782866257,Маркова,Макар,,,serge_2005@example.org,,1962-05-05,,,,,22:36:3,,85.0,50.0
0.0,2011.6462178172703,Колесников,Владлен,Павловна,79684166643.0,sorokinklavdi@example.net,,1941-07-18,https://t.me/askoldharitonov,,,,,m,,
0.0,2015.062884483937,,,,80154574696.0,oleg54@example.org,"с. Джейрах, пер. Шишкина, д. 803, 823472",,,,,,,f,,71.0
0.0,2018.0710868079289,Лыткина,Степан,,74322307884.0,sisoevaglafira@example.org,"к. Батайск, ш. Кубанское, д. 4/6, 440565",1983-09-03,,,,,20:19:29,,82.0,28.0
0.0,2014.010936431989,Новиков,,,84792550238.0,varvara53@example.org,,1992-08-05,https://t.me/muhinirakli,,818259921495.0,,6:35:28,,,33.0
0.0,2018.677603098656,,Никифор,,88845901007.0,,,,https://t.me/filimonnikonov,,,,1:29:49,,62.0,
0.0,2011.1298131692868,Князева,Максимильян,,75693993114.0,,,,,,,,18:36:55,,41.0,
0.0,2022.938539530645,Мамонтова,Викторин,,80921327217.0,ivanna_91@example.net,"ст. Сорочинск, ш. Логовое, д. 27 стр. 384, 112261",1970-09-13,,,,,10:58:8,m,,
0.0,2018.4822852586008,Нестеров,Всеволод,,84479919658.0,xivanov@example.com,"д. Егорьевск, бул. Дальний, д. 8, 762827",,,,,,,,41.0,
0.0,2019.240487582593,Андреева,Георгий,Евсеевич,89056939789.0,fvorobev@example.org,,1995-01-09,,,,,,,,
0.0,2011.8552061973116,Тетерина,Твердислав,Кирилловна,81146891048.0,,,,,,,,,,,21.0
0.0,2017.874344953292,Федотова,Лев,Федосьевич,,lev_1986@example.net,,1943-08-02,,,,20072.0,4:51:1,m,,
0.0,2020.602472089314,Ефремова,,,73336549782.0,spartak54@example.org,,,,,,,19:42:28,m,59.0,
0.0,2017.0464798359533,,Макар,,73389787488.0,parfen2012@example.com,,1985-05-24,,,,,,m,,54.0
0.0,2010.5246069719756,Савельева,Владлен,,77438402033.0,mihe1993@example.com,,,,,274819294884.0,778409.0,1:20:24,f,47.0,
0.0,2014.6940077466395,Филатов,Олимпиада,Жанович,79948367801.0,sila_67@example.net,"клх Находка, ш. Металлистов, д. 1/7 стр. 885, 281482",,https://t.me/raisa2002,,,,,m,,
0.0,2023.2773410799728,Лукин,Эммануил,,72091434144.0,,"к. Черкесск, алл. Вавилова, д. 6 стр. 408, 252336",2002-10-18,,,,,,,,
0.0,2014.0656185919345,Горшкова,,,,,,,https://t.me/makarovaveronika,8.0,,,2:29:11,,,
0.0,2012.7158806106172,,,,77876507953.0,kulikovtaras@example.org,,1964-01-18,,,975842996158.0,,,m,,
0.0,2012.8497379813168,,Родион,,75391255556.0,komissarovvelimir@example.com,,1995-03-02,,21.0,697040308237.0,,,f,,
0.0,2011.838801549328,Петухов,,,73871772242.0,evstigne_86@example.net,"клх Троицк (Моск.), ул. Сурикова, д. 8/2 к. 835, 818592",1952-05-18,https://t.me/makarbikov,22.0,,,15:36:26,,,
0.0,2023.2964798359533,Устинов,,,,,"клх Серафимович, ш. Васильковое, д. 8/1, 067184",2005-07-16,,15.0,,911825.0,,m,,
0.0,2023.06015037594,,,,70426745227.0,molchanovserge@example.net,"ст. Бронницы, пер. Шишкина, д. 3/4 стр. 76, 127199",1984-01-11,,48.0,,,14:38:24,f,52.0,25.0
0.0,2021.1380154932783,Мельникова,Егор,,82760369884.0,prokl66@example.org,"с. Алагир, пр. Ватутина, д. 5/9 стр. 310, 723107",1978-11-17,,41.0,665357891754.0,,,,,
0.0,2023.1598883572567,Потапов,Юрий,Антипович,74249185187.0,grigori1976@example.org,"ст. Аша, ул. Окружная, д. 63 к. 827, 964745",,,,,,,,,27.0
0.0,2014.568352699932,,Родион,,70016010641.0,timur1990@example.org,"ст. Приозерск, ул. Дачная, д. 22, 029654",,,,,,1:41:24,m,,
0.0,2021.0546821599453,Тарасова,Сигизмунд,,88991546200.0,odintsovgerasim@example.com,,,https://t.me/denis_70,0.0,,,9:41:10,,40.0,74.0
0.0,2016.3880154932783,Горбунова,,,72192332951.0,,,1982-12-06,,,,,5:29:59,,98.0,4.0
0.0,2010.551948051948,Лазарева,Эммануил,,85562672623.0,,"г. Чокурдах, алл. Орловская, д. 8 стр. 7/5, 827441",1953-04-18,https://t.me/askold_57,32.0,,,,,89.0,83.0
0.0,2018.8770790612896,Овчинникова,Зиновий,,83926463123.0,fedoseevafevronija@example.com,"г. Енисейск, алл. Красная, д. 84 к. 51, 047876",1958-02-25,https://t.me/kornil_52,34.0,823761496672.0,,9:9:1,f,59.0,
0.0,2019.1079403053088,Степанова,Елисей,,88063060318.0,,"п. Оса, ул. Молодежная, д. 438 к. 956, 619806",1952-02-03,,,,,,,,
0.0,2023.1598883572567,Денисов,,,74790550333.0,nazargordeev@example.net,"п. Хоста, алл. Володарского, д. 3/1, 737031",1972-05-22,,,33781386069.0,,23:42:9,f,,
0.0,2016.5437457279563,Кудрявцев,Лев,,79775438739.0,uljan2008@example.net,,,,9.0,65928404781.0,833435.0,20:3:14,,,
0.0,2012.7049441786285,Панфилов,Филимон,,88000380129.0,belousovaalina@example.net,,,,2.0,,,,,,
,2018.7554682159944,Самойлова,Милица,,,visheslav_07@example.org,"ст. Морозовск, пер. Брянский, д. 41 стр. 9, 840487",1937-07-25,https://t.me/fedot65,,,,,f,,
0.0,2011.9330713146503,Маркова,Порфирий,,72677032545.0,nazar_2012@example.net,,1960-08-27,,,,,,f,,
0.0,2017.401686033265,Ильина,,Тимофеевна,78309702136.0,,"д. Сосновый Бор, алл. Большая, д. 630 к. 8, 683764",1951-07-24,https://t.me/lora_17,,,,11:26:2,,,72.0
0.0,2023.172134882661,,Онуфрий,,71279167738.0,bogdanovbojan@example.net,"ст. Владикавказ, пер. Победа, д. 4 стр. 54, 959266",,,,,,14:4:14,m,,
0.0,2015.6434837092727,Беспалов,Евгения,,89729723323.0,chernovaevpraksija@example.com,"д. Надым, пер. Мая 1, д. 7 к. 149, 057679",,,,,,2:55:9,,,
0.0,2021.1298131692868,Киселев,Софон,,79212149110.0,,"п. Соль-Илецк, ш. Васильковое, д. 6/9 стр. 55, 968569",2005-06-28,,,,270228.0,,f,,78.0
0.0,2011.979551150604,,,,78142997446.0,dmitrievalarisa@example.org,"клх Бреды, бул. Коминтерна, д. 11 к. 178, 428892",1967-10-21,https://t.me/nikodimdementev,,,,,m,99.0,
0.0,2024.5027341079967,Зайцев,Егор,,87048108883.0,alevtina_00@example.org,,,,,,,7:30:35,,,
0.0,2022.516404647984,Суворов,Ксения,,75152564883.0,,"клх Урюпинск, пр. Центральный, д. 7/3 к. 1/3, 523171",,https://t.me/jveselova,29.0,,,,,63.0,94.0
0.0,2016.1940077466395,,Ирина,,85499949165.0,qnikonov@example.com,"г. Кош-Агач, ул. Демьяна Бедного, д. 9, 638669",1956-06-09,,7.0,,,12:23:26,,79.0,
0.0,2013.1748689906583,Кулаков,Мокей,,80872669859.0,,"клх Кулунда, пр. Пожарского, д. 27 к. 647, 192127",,,,,,20:39:36,m,30.0,95.0
0.0,2022.172134882661,Шашков,Изяслав,Игоревна,79646337544.0,nesterovaanna@example.org,,,,14.0,,,22:4:7,f,25.0,
0.0,2022.6270790612896,Уваров,,Артемьевич,76014539373.0,artemi1976@example.com,"с. Чермоз, ул. Портовая, д. 1, 550991",2000-11-13,https://t.me/vinogradovprov,4.0,350694556454.0,,13:31:6,,7.0,
0.0,2024.2240829346088,Воронцова,Юлий,,78160184578.0,kirill_2013@example.com,"с. Эльтон, пер. Краснознаменный, д. 5/5, 393343",1987-03-23,,21.0,,,,,,
0.0,2019.3210868079289,,Вацлав,,74395814968.0,ruslan49@example.org,,1994-09-24,,,,225536.0,0:5:41,m,9.0,
0.0,2024.46314650262,Никитина,Анжелика,,79796347663.0,militsa31@example.com,"д. Надым, пр. Горняцкий, д. 911 стр. 2, 152060",,https://t.me/leon_44,,,,,m,,
0.0,2023.8074162679425,Медведева,,,78601418572.0,bogdan21@example.net,,2010-06-11,https://t.me/artemevaglafira,,,,2:30:38,m,,
0.0,2021.621610845295,Агафонов,Ольга,,74471914996.0,fedor2023@example.com,"п. Серафимович, пр. Макарова, д. 6/8 стр. 9, 564442",,,,,320354.0,2:23:54,m,,
0.0,2016.46314650262,Анисимова,Константин,Яковлевич,75883054699.0,rodion_2020@example.org,"г. Тихорецк, пр. Рязанский, д. 768, 169287",,,,757410386239.0,,16:48:31,,,38.0
0.0,2017.0464798359533,Беляков,Феврония,,82318985006.0,ribakovlongin@example.com,,,,26.0,,,13:57:19,m,98.0,
0.0,2013.904420141262,Самойлова,Каллистрат,,81238557699.0,iraida_1996@example.com,"г. Мелеуз, алл. Бажова, д. 21 стр. 453, 406542",1977-07-24,,,,,12:46:13,f,,
0.0,2018.6598883572567,Виноградов,,,83859875320.0,prokl_55@example.org,"п. Россошь, пр. 60 лет СССР, д. 1/9 к. 691, 320571",,,,,,,m,44.0,
0.0,2022.0382775119615,Молчанов,,,,savvati_32@example.net,"ст. Мокшан, пер. Клары Цеткин, д. 950, 392555",1948-08-04,,,,,,m,,56.0
0.0,2018.8238209159265,Ширяева,,,72299387396.0,ribakovataisija@example.org,"с. Тамбов, бул. Просвещения, д. 3 стр. 2/4, 029021",1984-02-08,https://t.me/fedor_1993,24.0,125989009908.0,,,f,,
0.0,2019.0136705399864,Морозова,Нонна,,83458335629.0,,,,,,,,,,,
0.0,2020.1462178172703,Устинова,Панкрат,Исидорович,79491678645.0,tvorimir96@example.com,"г. Серебряные Пруды, алл. Чкалова, д. 702 к. 11, 430579",,https://t.me/lukingavrila,,,,20:53:43,,15.0,
0.0,2013.2964798359533,Большакова,Мефодий,,73435859681.0,afanasevavarvara@example.com,"п. Осташков, пер. Уральский, д. 603 стр. 7/1, 939802",1962-11-25,https://t.me/konstantin2011,,,,,,38.0,
0.0,2012.0246069719756,,Прокл,,82659657747.0,qseliverstov@example.com,,,https://t.me/agata1989,,,,,,,
0.0,2022.180337206653,,Федосий,,77340852065.0,polikarp1984@example.com,"д. Тобольск, наб. Заречная, д. 7/2, 800313",,https://t.me/yfilatov,,,,18:28:14,,29.0,
0.0,2025.041011619959,Кононова,Андрон,,,zhanna_2021@example.org,"с. Середниково, ш. Крайнее, д. 1/6, 848723",,,,,519980.0,12:3:41,,48.0,
0.0,2018.3156185919345,Кабанова,Афанасий,,73392190025.0,,"с. Анива, ул. Матросова, д. 5 к. 79, 200827",1996-09-13,,36.0,,,6:22:38,,,
0.0,2021.0355434039643,Сысоев,Елизавета,,77078336104.0,rostislav2013@example.net,"клх Плесецк, пер. Докучаева, д. 6/7 стр. 3/9, 823978",1979-02-10,,40.0,,,9:39:21,m,39.0,
0.0,2011.2554682159944,Дьячкова,Анжелика,Львовна,75644607952.0,wnikolaeva@example.net,"г. Уварово, пер. Никитина, д. 5/5, 502773",1954-07-26,,,156816743163.0,,0:29:48,m,,
0.0,2023.710412394623,Ефимова,,,74686562437.0,filaretkarpov@example.org,"к. Тулпан, пр. Технический, д. 353 к. 9/8, 277695",,https://t.me/belovaagafja,,,47759.0,7:52:31,,67.0,
